ZCTA,DATE,AVG,DP
90011,2014-05-29,21.41713619232175,10.038741177395881
90011,2014-05-30,21.0767526626587,1.086654476755463
90011,2014-05-31,21.0385775566101,0.8444175292779156
90011,2014-06-01,20.7878293991089,0.7231169165699703
90011,2014-06-02,19.76917791366575,0.5278087785358909
90011,2014-06-03,20.2589654922485,-0.5404257002506213
90011,2014-06-04,20.4912633895874,0.31257101952436045
90011,2014-06-05,20.40706205368045,0.8967905741156921
90011,2014-06-06,19.8496236801147,0.8975802780690524
90011,2014-06-07,19.88245916366575,1.3496988184780667
90011,2014-06-08,20.58474588394165,1.049412502424214
90011,2014-06-09,20.3984136581421,0.8355959035574029
90011,2014-06-10,20.732080459594698,2.8315430733427247
90011,2014-06-11,21.03757667541505,2.4873401950053715
90011,2014-06-12,20.3603630065918,1.786289053156985
90011,2014-06-13,19.982785701751702,1.4139897228784766
90011,2014-06-14,20.474634170532198,1.474806771886491
90011,2014-06-15,20.6046438217163,2.2047901166738706
90011,2014-06-16,20.2442054748535,2.0427837763942076
90011,2014-06-17,20.06534576416015,0.6419642103978817
90011,2014-06-18,20.08129930496215,0.7836074245005278
90011,2014-06-19,20.86065101623535,1.1427014912194224
90011,2014-06-20,21.6753444671631,1.477621925548014
90011,2014-06-21,22.1278238296509,2.489109406035493
90011,2014-06-22,21.606401443481452,2.945275744512486
90011,2014-06-23,21.569047927856452,3.1367783887387675
90011,2014-06-24,21.6930322647095,3.002155787718031
90011,2014-06-25,21.50891399383545,3.2179130689225652
90011,2014-06-26,21.9164333343506,3.519353693576931
90011,2014-06-27,22.36705589294435,3.6752198430986223
90011,2014-06-28,22.829324722290053,3.976201905454827
90011,2014-06-29,23.0027647018433,3.954879017262603
90011,2014-06-30,22.380825042724602,3.957983902296813
90011,2014-07-01,22.487296104431152,3.7952244406973237
90011,2014-07-02,22.4383201599121,3.3107698495934708
90011,2014-07-03,23.9252281188965,3.8398186195313073
90011,2014-07-04,24.33267879486085,4.013998614233951
90011,2014-07-05,25.6286039352417,5.298320930641612
90011,2014-07-06,25.081449508667,5.210204327856953
90011,2014-07-07,24.74208068847655,4.884588162740483
90011,2014-07-08,23.97814464569095,4.6405432101554
90011,2014-07-09,23.68878650665285,4.753697137277169
90011,2014-07-10,23.4832105636597,4.278889912775254
